,video_id,video_title,published_date,channel_title,channel_id,view_count,like_count,comment_count
114,fklHBWow8vE,Working with APIs in Python [For Your Data Science Project],2021-04-02,StrataScratch,UCW8Ews7tdKKkBT6GdtQaXvQ,100635,4312,229
115,tNXliLTlrV8,Step-by-step Approach to Solving Any Data Science SQL Interview Question (Twitch),2021-03-24,StrataScratch,UCW8Ews7tdKKkBT6GdtQaXvQ,14699,536,43
116,XRwxYOhHdE8,Facebook&#39;s Most Common Data Science SQL Interview Question [2021 Interview Question and Answer],2021-03-10,StrataScratch,UCW8Ews7tdKKkBT6GdtQaXvQ,39905,987,63
117,pV_mnZgzXEo,"Coding Concepts in Data Science Interviews in 2021 (Facebook, Twitch, Postmates)",2021-03-03,StrataScratch,UCW8Ews7tdKKkBT6GdtQaXvQ,6298,299,33
118,c4Af2FcgamA,The One and Only Data Science Project You Need,2021-02-24,StrataScratch,UCW8Ews7tdKKkBT6GdtQaXvQ,294282,17388,353
119,QenwDm5oWdU,Advanced Data Science SQL Interview Question [Amazon] (window functions &amp; aliasing),2021-02-17,StrataScratch,UCW8Ews7tdKKkBT6GdtQaXvQ,32207,1067,114
120,TYHWv1vT0Pk,Common Date Manipulations on Data Science SQL Interviews,2021-02-11,StrataScratch,UCW8Ews7tdKKkBT6GdtQaXvQ,24168,896,82
121,0GpgMvyN0Fg,How I Learned Data Science (resources to get a job) in 2021,2021-02-04,StrataScratch,UCW8Ews7tdKKkBT6GdtQaXvQ,20875,1284,52
122,VYeevsVj4fU,Advanced SQL Questions From Amazon (Handling complex logic in data science interviews),2021-01-27,StrataScratch,UCW8Ews7tdKKkBT6GdtQaXvQ,29842,843,91
123,vLjAG9eXkcU,Solving Complex SQL Interview Questions [How to organize lengthy code solutions],2021-01-20,StrataScratch,UCW8Ews7tdKKkBT6GdtQaXvQ,15192,463,70
124,lG0PbUq4wkg,Top Data Science Interview Questions in 2021 [3 concepts tested on all interviews],2021-01-13,StrataScratch,UCW8Ews7tdKKkBT6GdtQaXvQ,6613,238,27
125,j8kGqAAIhxA,Top Data Science Interview Question And Answer Mistakes 2021 [Asked By Amazon],2021-01-06,StrataScratch,UCW8Ews7tdKKkBT6GdtQaXvQ,5988,171,29
126,W_IERUwElkg,SQL Case Statements For Data Science Interviews in 2021,2020-12-28,StrataScratch,UCW8Ews7tdKKkBT6GdtQaXvQ,44929,1499,86
127,eC7MdwKCCOE,Tricky Data Science Interview Question [By Facebook],2020-12-22,StrataScratch,UCW8Ews7tdKKkBT6GdtQaXvQ,5279,173,37
128,XBE09l-UYTE,"SQL Window Functions on Data Science Interviews in 2021 | Asked By Airbnb, Netflix, Twitter, Uber",2020-12-17,StrataScratch,UCW8Ews7tdKKkBT6GdtQaXvQ,79753,2604,173
129,C0hk-dZ9XSE,SQL Window Functions In a Data Science Interview Question by Airbnb in 2021,2020-12-10,StrataScratch,UCW8Ews7tdKKkBT6GdtQaXvQ,5475,183,32
130,N0aHeKyNEto,Applying Software Engineering Principles To Your Data Science Tasks In Python,2020-12-03,StrataScratch,UCW8Ews7tdKKkBT6GdtQaXvQ,6983,286,55
131,TDwy1lSjEZo,Automating Your Data Science Tasks In Python (importing CSV files to database AUTOMATION TUTORIAL),2020-11-24,StrataScratch,UCW8Ews7tdKKkBT6GdtQaXvQ,21178,601,89
132,EPUayNC5ku4,SQL Coding Interview Question Using A Window Function (PARTITION BY) | Data Science Interviews,2020-11-19,StrataScratch,UCW8Ews7tdKKkBT6GdtQaXvQ,79414,2352,155
133,wqBFgaMgFQA,Solve Data Science Tasks In Python (Saving Hours) (automating import CSV files to database),2020-11-15,StrataScratch,UCW8Ews7tdKKkBT6GdtQaXvQ,50098,1402,104
134,IKw0lkmBHNI,Solving an Airbnb Data Science Coding Interview Question | SQL Interview  [Fav Host Nationality],2020-11-11,StrataScratch,UCW8Ews7tdKKkBT6GdtQaXvQ,8043,171,24
135,_gy1o9UH2dQ,Hard SQL Interview Question From FACEBOOK | Data Science Coding Interviews (Popularity Percentage),2020-11-04,StrataScratch,UCW8Ews7tdKKkBT6GdtQaXvQ,26501,596,82
136,7Q-2DEwHW7w,Solving a SQL Interview Question by FACEBOOK | (Data Science Interview) SMS Confirmations From Users,2020-10-29,StrataScratch,UCW8Ews7tdKKkBT6GdtQaXvQ,7478,142,22
137,pFwYjaeKFvQ,Solving a Facebook Data Science Interview Questions | (SQL Interview Questions and Answer),2020-10-22,StrataScratch,UCW8Ews7tdKKkBT6GdtQaXvQ,5411,83,18
138,iR8FDQyCtnw,SQL Interview Questions From MICROSOFT | Expensive Projects (Data Science Interview Questions),2020-10-20,StrataScratch,UCW8Ews7tdKKkBT6GdtQaXvQ,3510,71,5
139,1SgHHQeRuxs,How I Prepare For My Data Science Interviews (From a Data Scientist),2020-10-18,StrataScratch,UCW8Ews7tdKKkBT6GdtQaXvQ,4994,154,17
140,UndSRKwsxKM,YELP SQL Data Science Interview Questions | Common Coding Question (Mock Interview Walkthrough),2020-10-10,StrataScratch,UCW8Ews7tdKKkBT6GdtQaXvQ,3353,51,20
